MODULE,LABEL,ADDRESS,ACCESS,UNITS,COMMENT
ETC_THROT,KV_THROT_SLEW_INCR_4TH_GEAR,0000B708,c,Degrees_Per_Revolution,Lookup of Increasing Throttle Slew Rate in Degrees Per Engine Revolution for manual trans. in 4th gear.
ETC_THROT,KV_THROT_SLEW_INCR_5TH_GEAR,0000B72A,c,Degrees_Per_Revolution,Lookup of Increasing Throttle Slew Rate in Degrees Per Engine Revolution for manual trans. in 5th gear.
ETC_THROT,KV_THROT_SLEW_INCR_6TH_GEAR,0000B74C,c,Degrees_Per_Revolution,Lookup of Increasing Throttle Slew Rate in Degrees Per Engine Revolution for manual trans. in 6th gear.
ETC_THROT,KE_MIN_SLEW_RPM_1ST_GEAR,0000B76E,c,RPM,$000044AD
ETC_THROT,KE_MIN_SLEW_RPM_2ND_GEAR,0000B770,c,RPM,$000044AE
ETC_THROT,KE_MIN_SLEW_RPM_3RD_GEAR,0000B772,c,RPM,$000044AF
ETC_THROT,KE_MIN_SLEW_RPM_4TH_GEAR,0000B774,c,RPM,$000044B0
ETC_THROT,KE_MIN_SLEW_RPM_5TH_GEAR,0000B776,c,RPM,$000044B1
ETC_THROT,KE_MIN_SLEW_RPM_6TH_GEAR,0000B778,c,RPM,Min engine RPM for converting the max throttle angle per manuals.
ETC_THROT,KE_MAX_IDLE_AREA,0000B77A,c,Percent_Area,Maximum idle area contribution allowed for ETC
ETC_THROT,KE_DRAG_CNTL_ACCEL_TOO_HI_TIME,0000B77C,c,Seconds,Time limit vehicle accel is allowed to be above an accel forprior to limiting the drag control function.
ETC_THROT,KE_DRAG_CNTL_ACCEL_TOO_HIGH,0000B77E,c,MPH_Per_300ms,limit on vehicle accel rate during which any drag controlfeature is allowed to be active.
ETC_THROT,KE_MAX_MIN_TORQUE_AUTHORITY,0000B780,c,Percent_Area,Limit the authority of drop throttle to command the throttle
ETC_THROT,KE_MIN_SLEW_RPM,0000B782,c,RPM,Minimum engine speed for converting the max throttle angle per engine rev into an angle change per software loop.
ETC_THROT,KE_THROTTLE_SLEW_INCREASE,0000B784,c,Percent_Rotation_Per_Rev,Maximum permitted throttle angle change per engine rev when thethrottle is opening.
ETC_THROT,KE_THROTTLE_SLEW_DECREASE,0000B786,c,Percent_Rotation_Per_Rev,Maximum permitted throttle angle change per engine rev when thethrottle is closing.
ETC_THROT,KE_MAX_DRAG_THROTTLE_POSITION,0000B788,c,Pedal_Rotation,Maximum throttle position that Drag control can command.
ETC_THROT,KE_MAX_IDLE_THROTTLE_POSITION,0000B78A,c,Pedal_Rotation,Maximum throttle position that idle control can command.
ETC_THROT,KE_LIMITED_POWER_MAX_THROT_POS,0000B78C,c,Pedal_Rotation,Maximum throttle position that limited power mode is allowed.
ETC_THROT,KE_THROTTLE_STOP_MIN_SW,0000B78E,c,Percent_Rotation,Min value to prevent throttle from reaching the mechanicalstop
ETC_THROT,KE_THROTTLE_STOP_MAX_SW,0000B790,c,Percent_Rotation,Max value to prevent throttle from reaching the mechanicalstop
ETC_THROT,KE_MIN_MECHANICAL_POSITION_AREA,0000B792,c,Percent_Area,Used to rescale des throttle area unfiltered to account for themechanical stop for area to rotation conversion lookups
ETC_THROT,KE_THROTTLE_HI_LIMIT_PERIOD,0000B794,c,SHORTCARD,Number of 18.75 ms loops that the throttle position can be abovethe max allowed throttle position.
ETC_THROT,KE_TRANS_DESIRED_THROTTLE_LOAD,0000B795,c,Throttle_Load_Selector_Type,Determines where in the throttle arbitration process the transload is obtained.
ETC_THROT,KE_4WD_LO_THROTTLE_PROG_ENABLE,0000B796,c,BOOLEAN,$000044B2
ETC_THROT,KV_INCLUDE_THROT_SRC_IN_TPS_LOAD,0000B798,c,BOOLEAN,Determines which throttle sources will be included in the transmission throttle position load parameter.
ETC_THROT,KE_DELTA_MAX_ALLOWED_THROT_LIMIT,0000B7A0,c,Percent Rotation,Maximum allowed desired throttle delta between current and previous execution loop.
ETC_THROT,KE_MAX_STAT_PTO_MPH,0000B7A2,c,MPH,ETC PTO safety gate. Stationary PTO is disabled if vehicle speed is >= this value.
ETC_THROT,KE_MAX_MOBILE_PTO_MPH,0000B7A4,c,MPH,ETC PTO safety gate. Mobile PTO is disabled if vehicle speed is >= this value.
ETC_DATA_LOGGER,KE_ETC_FLIGHT_RECORD_SPEED_COEF,0000B7A6,c,Coefficient,Coefficient used to filter vehicle speed for ETC Datalogger.
ETC_DATA_LOGGER,KE_TRIGGER_VALIDITY_PERIOD,0000B7A8,c,Seconds,Delay before Trigger validation period expires
ETC_DATA_LOGGER,KE_DECEL_TRIGGER_THRESHOLD,0000B7AA,c,MPH_Per_300ms_S,Maximum deceleration threshold FOR triggering flight recorder
FUEL_COMPOSITION,KE_FLEX_FUEL_EQUIPPED,0000B7AC,c,TRUE/FALSE,Indicates that vehicle is flex fuel capable.
FUEL_COMPOSITION,KE_FFS_COMP_CHANGE_THRESH,0000B7AE,c,Percent,Minimum fuel composition change to initiate an update of the filtered fuel composition.
FUEL_COMPOSITION,KE_FFS_COMP_DELAY_VOLUME,0000B7B0,c,Liters,Volume of fuel to be consumed by the engine before a new fuel composition reaches the injector rail.
FUEL_COMPOSITION,KE_FFS_COMP_TRANSITION_VOLUME,0000B7B2,c,Liters,Volume of fuel consumed by the engine during which the transition occurs from the old fuel composition to a new one.
FUEL_COMPOSITION,KE_FFS_COMPOSITION_DEFAULT,0000B7B4,c,Percent,Value to be used when fuel composition can not otherwise be determined.
FUEL_COMPOSITION,KE_FFS_0PCT_ALCOHOL_FREQUENCY,0000B7B6,c,Hertz,Frequency of the FFS PWM input corresponding to 0% alcohol.
FUEL_COMPOSITION,KE_FFS_COMPOSITION_SLOPE,0000B7B8,c,Scaler_16_S,Proportional constant for determining fuel composition from the frequency of the FFS PWM input.
FUEL_COMPOSITION,KE_FFS_MIN_TEMPERATURE,0000B7BA,c,Degrees_C,Minimum temperature value measured by the Flex Fuel Sensor.
FUEL_COMPOSITION,KE_FFS_MAX_TEMPERATURE,0000B7BC,c,Degrees_C,Maximum temperature value measured by the Flex Fuel Sensor.
FUEL_COMPOSITION,KE_FFS_MIN_TEMP_LOW_TIME,0000B7BE,c,Milliseconds,Low time of FFS input PWM corresponding to the minimum temperature value measured by the Flex Fuel Sensor.
FUEL_COMPOSITION,KE_FFS_TEMPERATURE_SLOPE,0000B7C0,c,Multiplier_-+_1000,Proportional constant for determining fuel temperature from the low time of the Flex Fuel Sensor PWM input.
FUEL_CRANK,KV_FUEL_BARO_GAIN,0000B7C2,c,NONE 0-2,Gain applied to account for air density charges with barometric pressure.
FUEL_CRANK,KV_FUEL_PRESSURE_DELAY,0000B7CC,c,Seconds,Amount of time to delay after powerup before allowing key on prime pulse to be delivered.
FUEL_CRANK,KV_OCTIFIRE2_SOAKTIMER_MODIFIER,0000B7EC,c,NONE 0_2,A modifier to Second_Octifire_Prime based on soaktimerif enabled.
FUEL_CRANK,KV_PRIME_PULSE_MASS,0000B826,c,Grams,"This is the mass of fuel to be injected on the first simultaneous, nonsynchronous (Prime) injection."
FUEL_CRANK,KV_FIRST_PULSE_MASS,0000B846,c,Grams,"This is the mass of fuel to be injected on the first simultaneous, synchronous (octifire) injection."
FUEL_CRANK,KV_SECOND_PULSE_MASS,0000B866,c,Grams,$0000456C
FUEL_CRANK,KV_FIRST_OCTIFIRE_REF_COUNT,0000B886,c,SHORTCARD,$0000456D
FUEL_CRANK,KV_SECOND_OCTIFIRE_REF_OFFSET,0000B896,c,SHORTCARD,$0000456E
FUEL_CRANK,KV_PRIME_MIN_RUN_TIME,0000B8A6,c,Seconds,This is the minimum engine run time required to allow a prime pulse to issued.
FUEL_CRANK,KE_PRIME_FUEL_ENG_SPEED_DISABLE,0000B8C6,c,Engine Speed,$00004571
FUEL_CRANK,KE_USE_FUEL_PUMP_DEVELOPMENT_SW,0000B8C8,c,BOOLEAN,"If TRUE look at Pin J1-52 to check if FP dev switch is open, if so don't deliver prime pulse."
FUEL_CRANK,KE_SOAKTIMER_ENG_RUNTIME_LIMIT,0000B8CA,c,Seconds,$00004572
FUEL_CRANK,KE_SOAKTIMER_COOLANT_LIMIT,0000B8CE,c,Degrees_C,$00004573
FUEL_CRANK,KE_KEY_ON_PRIME_REENABLE_TIME,0000B8D0,c,Seconds,Key-on Prime is delivered if the previous key-on primedelivered was at least this time ago which is based onthe soak timer.
FUEL_CRANK,KV_KEY_ON_SOAKTIMER_MODIFIER,0000B8D4,c,NONE 0_2,A modifier to Key_On_Prime based on soaktimer if enabled.
FUEL_CRANK,KV_OCTIFIRE1_SOAKTIMER_MODIFIER,0000B90E,c,NONE 0_2,A modifier to First_Octifire_Prime based on soaktimerif enabled.
FUEL_CRANK,KA_FFS_COMPOSITION_GAIN,0000B948,c,Mult 0 to 4,Gain applied to account for changes due to fuel alcohol composition
FUEL_CRANK,KE_CRANK_SEQUENTIAL_COOLANT_ENAB,0000BA06,c,Degrees_C,Enable sequential fueling during crank when coolant temperature is less than this calibration.
FUEL_CU,KE_CLUTCH_DFCO_SPK_EXIT_RATE,0000BA08,c,Degrees,Determines ramp rate of spark advance during exit of aclutch-based DFCO event.
FUEL_CU,KE_DFCO_SPK_CONTINUE_REF_COUNT,0000BA0A,c,Counts,Number of low res. reference pulse counts to hold continue spark after DFCO exit.
FUEL_CU,KE_DFCO_SPK_CONTINUE_TPS_HIGH,0000BA0C,c,Percent,Throttle position high limit for usage of DFCO continue spark.
FUEL_CU,KE_DFCO_SPK_CONTINUE_TPS_LOW,0000BA0E,c,Percent,Throttle position Low limit for usage of DFCO continue spark.
FUEL_CU,KE_DFCO_SPK_DISABLED_HOLD_REF,0000BA10,c,Counts,$00004510
FUEL_CU,KE_DFCO_SPK_INTERRUPTED_RAMP,0000BA11,c,BOOLEAN,$00004512
FUEL_CU,KV_DFCO_SPK_CONTINUE_SPARK_HIGH,0000BA12,c,Degrees,"If throttle position is above the high threshold, then this cal. is used for DFCO continue spark."
FUEL_CU,KV_DFCO_SPK_CONTINUE_SPARK_LOW,0000BA3C,c,Degrees,"If throttle position is below the low threshold, then this cal. is used for DFCO continue spark."
FUEL_CU,KV_DFCO_SPK_EXIT_RAMP_RATE,0000BA66,c,Degrees,This calibration establishes the rate in which Net Spark Advance will increase during DFCO exit.
FUEL_CU,KV_DFCO_SPK_HOLD_SPARK,0000BA88,c,Degrees,Net Spark advance during DFCO after the ramp is completed.
FUEL_CU,KV_DFCO_SPK_ENTRY_RAMP_RATE,0000BAB2,c,Multiplier_0_to_1,This calibration establishes the rate in which Net Spark Advance will decrease during DFCO.
FUEL_CU,KE_STALL_ENGINE_SPEED,0000BADC,c,RPM,Min engine speed in which fuel cutoff is still allowed.  Lowerspeeds than this may result in a stall.
FUEL_CU,KE_ENGINE_OVERSPEED_TIME,0000BADE,c,Seconds,The time that engine speed must exceed the calibratible threshold before fuel is shut off.
FUEL_CU,KE_PN_ENGINE_OVERSPEED_HIGH,0000BAE0,c,RPM,This is the Engine Speed above which fuel is shutoff if the transmission is in park or neutral.
FUEL_CU,KE_PN_ENGINE_OVERSPEED_LOW,0000BAE2,c,RPM,Engine Speed must fall below this limit before allowing fuel to be turned back on if the transmission is in park or neutral.
FUEL_CU,KE_ENG_OVERSPEED_VSS_FAIL_HIGH,0000BAE4,c,RPM,Eng speed above which fuel is shutoff if a VSS failure existsUsed for chassis protection on med duty trucks
FUEL_CU,KE_ENG_OVERSPEED_VSS_FAIL_LOW,0000BAE6,c,RPM,Eng speed must fall below before fuel is turned on if a VSS failureexists.  Used for chassis protection on med duty trucks
FUEL_CU,KV_ENGINE_OVERSPEED_HIGH,0000BAE8,c,RPM,$00004513
FUEL_CU,KV_ENGINE_OVERSPEED_LOW,0000BAFC,c,RPM,This is the calibration that the engine speed must fall below before allowing fuel to be turned back on.
FUEL_CU,KE_LOW_RPM_FUEL_CUTOFF_HIGH,0000BB10,c,RPM,Turn fuel on above this RPM if fuel is currently turned off due to low RPM.
FUEL_CU,KE_LOW_RPM_FUEL_CUTOFF_LOW,0000BB12,c,RPM,Turn fuel off below this RPM if fuel is the engine speed has been above KE_Low_RPM_Fuel_Cutoff_High.
FUEL_CU,KV_COLD_ENGINE_PROTECTION_TIME,0000BB14,c,Seconds,Amount of time that cold engine protection should be enabled
FUEL_CU,KE_CLUTCH_DFCO_ENTRY_DELAY,0000BB34,c,Seconds,Clutch-based DFCO enabling conditions must exist continuously for this long to enable clutch-based DFCO.
FUEL_CU,KE_CLUTCH_DFCO_EXIT_TPS_INCREASE,0000BB36,c,Percent,Exit clutch-based DFCO if throttle position increases by more than this amount over a 25 mS interval.
FUEL_CU,KE_CLUTCH_DFCO_HOLD_TIME,0000BB38,c,Seconds,The duration of a clutch-based DFCO event.
FUEL_CU,KE_CLUTCH_THROTTLE_DECREASE,0000BB3A,c,Percent,$00004515
FUEL_CU,KE_CLUTCH_DFCO_REENABLE_DELAY,0000BB3C,c,Seconds,Minimum amount of time between clutch-based DFCO events.
FUEL_CU,KE_CLUTCH_THROTTLE_WINDOW,0000BB3E,c,Seconds,Window of time either before or after the clutch pedal is depressed when a throttle decrease indicates a shift maneuver.
FUEL_CU,KE_DFCO_REENTRY_DELAY,0000BB40,c,Seconds,Amount of time to disable DFCO from becoming active after exiting DFCO.
FUEL_CU,KE_CLUTCH_DFCO_COOLANT_TEMP,0000BB42,c,Degrees_C,Minimum coolant temperature to enable clutch-based DFCO.
FUEL_CU,KE_CLUTCH_DFCO_ENGINE_SPEED,0000BB44,c,RPM,Minimum engine speed to enable clutch-based DFCO.
FUEL_CU,KE_CLUTCH_DFCO_MAP,0000BB46,c,kPa,Maximum manifold pressure to enable clutch-based DFCO.
FUEL_CU,KE_CLUTCH_DFCO_THROTTLE_POSITION,0000BB48,c,Percent,Maximum throttle position to enable clutch-based DFCO.
FUEL_CU,KE_CLUTCH_DFCO_VEHICLE_SPEED,0000BB4A,c,MPH,Minimum vehicle speed to enable clutch-based DFCO.
FUEL_CU,KE_DFCO_COOLANT_TEMPERATURE,0000BB4C,c,Degrees_C,Minimum coolant to enable DFCO.
FUEL_CU,KE_DFCO_THROTTLE_HYSTERESIS,0000BB4E,c,Percent,Throttle must be < (KV_DFCO_Throttle_Position + this) to keep DFCO enabled.
FUEL_CU,KE_DFCO_VEH_SPEED_HYSTERESIS,0000BB50,c,MPH,Hysteresis on vehicle speed during DFCO wait timer
FUEL_CU,KE_DFCO_ENGINE_SPEED_HYSTERESIS,0000BB52,c,RPM,$00004516
FUEL_CU,KE_DFCO_MANIFOLD_PRESSURE_HYSTER,0000BB54,c,kPa,$00004517
FUEL_CU,KV_DFCO_VEHICLE_SPEED,0000BB56,c,MPH,Vehicle speed must be > this to enable DFCO.
FUEL_CU,KV_DFCO_ENGINE_SPEED,0000BB60,c,RPM,Minimum engine speed to enable DFCO.
FUEL_CU,KV_DFCO_EXIT_ENGINE_SPEED,0000BB74,c,RPM,"When engine speed goes below this cal with fuel cutoff, the fuel is turned on."
FUEL_CU,KV_DFCO_FAST_EXIT_DELTA_RPM,0000BB88,c,RPM_S,"If the engine speed changes by more than this in a constant time period, a DFCO fast exit will occur."
FUEL_CU,KV_DFCO_MANIFOLD_PRESSURE,0000BB8C,c,kPa,Maximum manifold pressure to enable DFCO.
FUEL_CU,KV_DFCO_EXIT_MANIFOLD_PRESSURE,0000BB96,c,kPa,"When MAP goes above this cal with fuel cutoff, the fuel is turned on."
FUEL_CU,KV_DFCO_THROTTLE_POSITION,0000BBA0,c,Percent,Throttle must be < this to enable DFCO.
FUEL_CU,KV_DFCO_ENTRY_TIME,0000BBCA,c,Seconds,DFCO enabling conditions must exist continuously for this long to enable DFCO.
FUEL_CU,KE_TOTAL_REFS_TO_MODIFY_AIR,0000BBD0,c,Refs,Total number of reference pulses to factor in residual air for DFCO exits.
FUEL_CU,KE_SECONDARY_REFS_TO_MODIFY_AIR,0000BBD1,c,Refs,Number of reference pulses to factor in residual air using KE_Final_DFCO_Residual_Factor for DFCO exits.
FUEL_CU,KE_INITIAL_DFCO_RESIDUAL_FACTOR,0000BBD2,c,(gm/cyl)^2,$0000451B
FUEL_CU,KE_FINAL_DFCO_RESIDUAL_FACTOR,0000BBD6,c,(gm/cyl)^2,$0000451C
FUEL_CU,KV_DFCO_TRANS_AIR_DELAY,0000BBDA,c,Seconds,Amount of time required to remove excess air added by the auto transmission forced downshift DFCO exit logic.
FUEL_CU,KV_COLD_ENG_PROT_OVERSPEED_HIGH,0000BBFC,c,RPM,This is the engine speed above which fuel is shutoff if cold engine protection mode is enabled.
FUEL_CU,KV_COLD_ENG_PROT_OVERSPEED_LOW,0000BC1C,c,RPM,"The engine speed must fall below this limit before allowing fuel to be turned back on, if cold engine protection is enabled."
FUEL_DY,KE_MAKEUP_FUEL_ENABLED,0000BC3C,c,TRUE | FALSE,Flag used to enable/disable the calculation and delivery of makeup fuel.
FUEL_DY,KA_K2_PRIOR_STOMP_COMP_REDUCTION,0000BC3E,c,NONE 0_1,$0000453D
FUEL_DY,KV_K4_STOMP_COMP_DELTA_LIMIT,0000BCFC,c,Grams,Minimum delta fuel limit to add stomp compensation.
FUEL_DY,KV_K5_STOMP_COMP_DELTA_LOW_LIMIT,0000BD06,c,Grams,Delta mass threshold to disable throttle stomp compensation on tip outs.
FUEL_DY,KA_IMPACT_FACTOR_20KPA_MAP,0000BD10,c,Mult_0_to_1,Describes the fraction of the injected pulse that will impact the port wall at 20kPa MAP.
FUEL_DY,KA_IMPACT_FACTOR_100KPA_MAP,0000BDCE,c,Mult_0_to_1,Describes the fraction of the injected pulse that will impact the port wall at 100kPa MAP.
FUEL_DY,KA_BOIL_TIME_CONST_20KPA_MAP,0000BE8C,c,Seconds,Describes the time it takes for 63% of liquid fuel on port wall to vaporize at 20kPa MAP.
FUEL_DY,KA_BOIL_TIME_CONST_100KPA_MAP,0000BF4A,c,Seconds,Describes the time it takes for 63% of liquid fuel on port wall to vaporize at 100kPa MAP.
FUEL_DY,KE_DFCO_STOMP_COMP_TPS_MIN,0000C008,c,Percent,Throttle position below which stomp comp will not be applied when exiting DFCO.
FUEL_DY,KE_FUEL_IGNORE_WALL_WETTING_RPM,0000C00A,c,RPM,$0000453E
FUEL_DY,KE_FUEL_IGNORE_WALL_WETTING_TPS,0000C00C,c,Percent,$0000453F
FUEL_DY,KE_MIN_PULSE_WIDTH,0000C00E,c,Seconds,$00004540
FUEL_DY,KA_K1_INITIAL_STOMP_COMP_TIME_FA,0000C010,c,NONE 0_8,$00004542
FUEL_DY,KA_K3_STOMP_COMP_TIME_DECAY,0000C0CE,c,NONE 0_1,The stomp compensation factor is decayed by this multiplier once per second.
FUEL_DY,KV_K1_SOAKTIMER_MODIFIER,0000C18C,c,NONE 0_2,A modifier to Stomp_Comp_Time_Decay_Factor based on.soaktimer if enabled.
FUEL_DY,KE_WALL_MASS_FACTOR,0000C1C6,c,NONE 0_2,Multiplier used to guarantee stability of the Wall  Wetting model.
FUEL_DY,KV_IMPACT_FACTOR_MODIFIER,0000C1C8,c,NONE 0_1,"Factor, based on air flow, which reduces KA_Boiling_Time_Constant."
FUEL_DY,KA_IMPACT_FACTOR_BLEND_FRACTION,0000C20A,c,Scaler_16_S,Normalized fraction describing the impact factor surface relative to the 20kPa and 100kPa MAP extremities.
FUEL_DY,KA_BOIL_TIME_CONST_BLND_FRACTION,0000C360,c,Scaler_16_S,Normalized fraction describing the boiling time constant surface relative to the 20kPa and 100kPa MAP extremities.
FUEL_DY,KV_INITIAL_WW_DELAY_REFS,0000C4B6,c,SHORTCARD,"Number of reference pulses to delay, after PCM state equal run, before enabling Wall Wetting."
FUEL_DY,KE_STARTUP_MAKEUP_DELAY,0000C4C6,c,CARDINAL,Number of reference pulses to delay after engine is running before calculating makeup fuel.
FUEL_DY,KV_MAKEUP_FUEL_CHANNEL,0000C4C8,c,CYL NUM,Selects the cylinder to receive makeup fuel based on the current cylinder.
FUEL_DY,KV_MAKEUP_CYLINDER_INDEX,0000C4D2,c,CYL NUM,Selects the cylinder index for which to calculate makeup fuel based on the cylinder to receive makeup fuel.
FUEL_DY,KA_IMPACT_FACTOR_MODIFIER_2,0000C4DC,c,Scaler 0-1,Impact Factor modifier vs Delta Mass and Coolant Temp.
FUEL_DY,KA_BOILING_TIME_MODIFIER_2,0000C630,c,Scaler 0-1,Impact Factor modifier vs Delta Mass and Coolant Temp.
FUEL_DY,KV_BOILING_TIME_MODIFIER,0000C784,c,NONE 0_1,"Factor, based on air flow, which reduces KA_Boiling_Time_Constant."
FUEL_ECONOMY,KE_FUEL_ECONOMY_SCALER,0000C7C6,c,NONE 0_2,Scaler used to adjust liters of fuel for fuel economy calculations.
FUEL_ECONOMY,KE_INSTANTANEOUS_FILTER_COEFF,0000C7C8,c,NONE 0-1,Coefficient for filtering instantaneous fuel
FUEL_EQ,KV_GREEN_ENGINE_AIRFUEL_RATIO,0000C7CA,c,Airfuel Ratio,Commanded Airfuel Ratio during Green Engine Crank.
FUEL_EQ,KE_CLEAR_FLOOD_THROTTLE_ENTER,0000C7D0,c,Percent,Threshold which throttle position must initially cross for no crank or prime fuel to be delivered.
FUEL_EQ,KE_CLEAR_FLOOD_THROTTLE_EXIT,0000C7D2,c,Percent,Threshold which throttle position must remain above for no crank or prime fuel to be delivered.
FUEL_EQ,KV_STOICHIOMETRIC_FUEL_AIR,0000C7D4,c,Mult_0_to_1,"Defines the ratio mass of fuel to mass of air for stoichiometric, based on alcohol content of fuel."
FUEL_EQ,KV_OPEN_LP_EQ_RATIO_BLEND_FACTOR,0000C7F6,c,Mult_0_to_1,$0000433D
FUEL_EQ,KV_PARK_DRIVE_DELAY_TIME,0000C800,c,Seconds,Amount of time after PRNDL shifts into drive before adding park to drive enrichment.
FUEL_EQ,KV_ENGINE_PROTECTION_EQUIVALENCE,0000C820,c,Equiv_Ratio_Type,Equivalence ratio based on engine speed if engine protection is enabled.
FUEL_EQ,KE_NORMAL_CRANK_EVENT_LIMIT,0000C84A,c,1-32,Absolute ref count defining the end of the normal crank portion of KA_Crank_Equivalence_Ratio.
FUEL_EQ,KE_EXTENDED_CRANK_EVENT_LIMIT,0000C84B,c,1-32,$0000433E
FUEL_EQ,KE_HOT_ENRICHMENT_COOLANT_ENTRY_,0000C84C,c,Degrees_C,Coolant temperature above which the hot enrichment state can become active.
FUEL_EQ,KE_HOT_ENRICHMENT_COOLANT_EXIT_T,0000C84E,c,Degrees_C,"Coolant temperature below which the hot enrichment state will become inactive, used due to hysteresis."
FUEL_EQ,KE_HOT_ENRICHMENT_THROTTLE_ENTRY,0000C850,c,Percent,Throttle position above which the hot enrichment state can become active.
FUEL_EQ,KE_HOT_ENRICHMENT_THROTTLE_EXIT_,0000C852,c,Percent,"Throttle position below which the hot enrichment state will become inactive, used due to hysteresis."
FUEL_EQ,KE_HOT_ENRICHMENT_MAP_ENTRY_THRE,0000C854,c,kPa,Manifold pressure above which the hot enrichment state can become active.
FUEL_EQ,KE_HOT_ENRICHMENT_MAP_EXIT_THRES,0000C856,c,kPa,"Manifold pressure below which the hot enrichment state will become inactive, used due to hysteresis."
FUEL_EQ,KE_HOT_ENRICHMENT_VEH_SPEED_ENTR,0000C858,c,MPH,Vehicle speed above which the hot enrichment state can become active.
FUEL_EQ,KE_HOT_ENRICHMENT_VEH_SPEED_EXIT,0000C85A,c,MPH,"Vehicle speed below which the hot enrichment state will become inactive, used due to hysteresis."
FUEL_EQ,KE_HOT_ENRICHMENT_EQUIVALENCE_OF,0000C85C,c,Degrees_C,Coolant temperature threshold in which enrichmentwill be applied.
FUEL_EQ,KE_HOT_ENRICHMENT_EQUIVALENCE_MU,0000C85E,c,Mult_0_to_2,Percentage of enrichment as a function of coolant temperature.
FUEL_EQ,KE_MAXIMUM_ENRICHMENT_EQUIVALENC,0000C860,c,Equiv_Ratio_Type,Maximum allowable enrichment equivalence ratio.
FUEL_EQ,KE_POWER_ENRICHMENT_HOT_TEMP,0000C862,c,Degrees_C,Coolant temperature threshold above which a different enable criteria for PE is used.
FUEL_EQ,KE_POWER_ENRICHMENT_THROTTLE_HYS,0000C864,c,Percent,Hysteresis to the base throttle threshold to prevent noise from turning PE on and off.
FUEL_EQ,KE_POWER_ENRICHMENT_COT_HYSTERES,0000C866,c,Percent,"Hysteresis to the base throttle threshold to prevent noise from turning PE on and off, while in COT."
FUEL_EQ,KE_POWER_ENRICHMENT_MAP_THRESHOL,0000C868,c,kPa,Base MAP threshold to enable PE.
FUEL_EQ,KE_POWER_ENRICHMENT_MAP_HYSTERES,0000C86A,c,kPa,Hysteresis to the base MAP threshold to prevent noise from turning PE on and off.
FUEL_EQ,KV_POWER_ENRICHMENT_HOT_THRESHOL,0000C86C,c,Percent,Defines the base enable throttle position for power  enrichment when coolant temperature is above a calibration threshold.
FUEL_EQ,KV_POWER_ENRICHMENT_COLD_THRESHO,0000C892,c,Percent,Defines the base enable throttle position for power  enrichment when coolant temperature is below a calibration threshold.
FUEL_EQ,KV_POWER_ENRICHMENT_RPM_EQUIVALE,0000C8B8,c,Equiv_Ratio_Type,Defines the base equivalence ratio for power enrichment based on RPM.
FUEL_EQ,KV_POWER_ENRICHMENT_COOLANT_EQUI,0000C8DE,c,Equiv_Ratio_Type,Used to modify the base equivalence ratio for power enrichment based on coolant.
FUEL_EQ,KV_POWER_ENRICHMENT_IAT_EQUIV,0000C904,c,Equiv_Ratio_Type,Used to modify the base equivalence ratio for power enrichment based on IAT. For Holden application.
FUEL_EQ,KA_OPEN_LOOP_EQ_RATIO_E0,0000C92A,c,Equiv_Ratio_Type,$00004340
FUEL_EQ,KA_OPEN_LOOP_EQ_RATIO_E80,0000CBB0,c,Equiv_Ratio_Type,$00004341
FUEL_EQ,KA_FAST_AFTERSTART_APPLY_DELAY,0000CE36,c,Engine_Revolutions,Number of reference pulses after engine run to wait prior to applying Fast Afterstart Enrichment.
FUEL_EQ,KA_FAST_AFTERSTART_HOLD_REFS,0000CE9A,c,Engine_Revolutions,Number of reference pulses initiated at engine run to start the Fast Afterstart Enrichment decay.
FUEL_EQ,KA_AFTERSTART_DECAY_DELAY,0000CEFE,c,Engine_Revolutions,$00004342
FUEL_EQ,KA_AFTERSTART_DECAY_STEP,0000CF62,c,Engine_Revolutions,This calibration along with the rate of change of KA_Afterstart_Decay_Delay determines the afterstart enrichment decay rate.
FUEL_EQ,KA_AFTERSTART_DECAY_MULTIPLIER,0000CFC6,c,NONE 0_1,Decay multiplier applied to the current Afterstart Enrichment.
FUEL_EQ,KV_PARK_DRIVE_DECAY_DELAY,0000D084,c,Engine_Revolutions,$00004343
FUEL_EQ,KV_PARK_DRIVE_DECAY_STEP,0000D094,c,Engine_Revolutions,This calibration along with the rate of change of KV_Park_Drive_Decay_Delay determines the park to drive enrichment decay rate.
FUEL_EQ,KV_PARK_DRIVE_DECAY_MULTIPLIER,0000D0A4,c,NONE 0_1,Decay multiplier applied to the current Park to Drive Enrichment.
FUEL_EQ,KA_INITIAL_CLT_AND_FFS_ENRICH,0000D0C4,c,NONE -1_4,$00004345
FUEL_EQ,KV_INITIAL_IAT_ENRICHMENT,0000D182,c,NONE -1_4,"Initial enrichment, based on Induction Air Temperature, to be added to open loop equivalence ratio."
FUEL_EQ,KV_INITIAL_PARK_DRIVE_ENRICHMENT,0000D1A2,c,NONE -1_4,"Initial enrichment, applied when a park to drive transition occurs, to be added to open loop equivalence ratio."
FUEL_EQ,KV_INITIAL_CLT_SOAKTIME_MODIFIER,0000D1C2,c,NONE 0_2,A modifier to Initial_Coolant_Enrichment based onsoaktimer if enabled.
FUEL_EQ,KA_INITIAL_HOT_SOAK_ENRICHMENT,0000D1FC,c,NONE -32_32,Initial Hot Soak enrichment based on Time Since EngineLast Ran and Coolant Temperature.
